vsrx1,ge-0/0/2.0,ge-0/0/2.0,vSRX2
vsrx1,ge-0/0/3.0,ge-0/0/2.0,vSRX3
vsrx2,ge-0/0/2.0,ge-0/0/2.0,vSRX1
vsrx3,ge-0/0/2.0,ge-0/0/3.0,vSRX1
vsrx2,ge-0/0/3.0,ge-0/0/3.0,vSRX3
vsrx3,ge-0/0/3.0,ge-0/0/3.0,vSRX2
