vsrx1,ge-0/0/0.0,10.0.2.3,52:54:00:12:35:03
vsrx1,ge-0/0/2.0,172.10.12.2,08:00:27:cd:69:a0
vsrx1,ge-0/0/3.0,172.10.13.3,08:00:27:13:6a:99
vsrx1,ge-0/0/1.0,192.10.1.103,08:00:27:ac:b2:13
